"LocationDesc","Topic","Stratification1","DataValue"
"Florida","Chronic Obstructive Pulmonary Disease","Hispanic",6226
"Florida","Chronic Obstructive Pulmonary Disease","Male",35817
"Florida","Chronic Obstructive Pulmonary Disease","Overall",71260
"Florida","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",60282
"Florida","Diabetes","American Indian or Alaska Native",77
"Florida","Diabetes","Asian or Pacific Islander",657
"Florida","Diabetes","Black, non-Hispanic",8408
"Florida","Diabetes","Female",21273
"Florida","Diabetes","Hispanic",7555
"Florida","Diabetes","Male",30088
"Florida","Diabetes","Overall",34752
"Florida","Diabetes","White, non-Hispanic",34607
"Florida","Overarching Conditions","American Indian or Alaska Native",166
"Florida","Overarching Conditions","Asian or Pacific Islander",925
"Florida","Overarching Conditions","Black, non-Hispanic",13010
"Florida","Overarching Conditions","Female",28408
"Florida","Overarching Conditions","Hispanic",9329
"Florida","Overarching Conditions","Male",45145
"Florida","Overarching Conditions","Overall",73553
"Florida","Overarching Conditions","White, non-Hispanic",49982
"Georgia","Alcohol","American Indian or Alaska Native",0
"Georgia","Alcohol","Asian or Pacific Islander",21
"Georgia","Alcohol","Black, non-Hispanic",429
"Georgia","Alcohol","Female",910
"Georgia","Alcohol","Hispanic",84
"Georgia","Alcohol","Male",1491
"Georgia","Alcohol","Overall",2401
"Georgia","Alcohol","White, non-Hispanic",1851
"Georgia","Asthma","American Indian or Alaska Native",0
"Georgia","Asthma","Asian or Pacific Islander",0
"Georgia","Asthma","Black, non-Hispanic",117
"Georgia","Asthma","Female",126
"Georgia","Asthma","Hispanic",0
"Georgia","Asthma","Male",87
"Georgia","Asthma","Overall",213
"Georgia","Asthma","White, non-Hispanic",87
"Georgia","Cardiovascular Disease","American Indian or Alaska Native",0
"Georgia","Cardiovascular Disease","Asian or Pacific Islander",1811
"Georgia","Cardiovascular Disease","Black, non-Hispanic",38370
"Georgia","Cardiovascular Disease","Female",64026
"Georgia","Cardiovascular Disease","Hispanic",2099
"Georgia","Cardiovascular Disease","Male",71768
"Georgia","Cardiovascular Disease","Overall",135794
"Georgia","Cardiovascular Disease","White, non-Hispanic",93421
"Georgia","Chronic Kidney Disease","American Indian or Alaska Native",0
"Georgia","Chronic Kidney Disease","Asian or Pacific Islander",202
"Georgia","Chronic Kidney Disease","Black, non-Hispanic",4679
"Georgia","Chronic Kidney Disease","Female",5880
"Georgia","Chronic Kidney Disease","Hispanic",237
"Georgia","Chronic Kidney Disease","Male",6383
"Georgia","Chronic Kidney Disease","Overall",12263
"Georgia","Chronic Kidney Disease","White, non-Hispanic",7134
"Georgia","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Georgia","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",103
"Georgia","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",3970
"Georgia","Chronic Obstructive Pulmonary Disease","Female",13067
"Georgia","Chronic Obstructive Pulmonary Disease","Hispanic",189
"Georgia","Chronic Obstructive Pulmonary Disease","Male",12447
"Georgia","Chronic Obstructive Pulmonary Disease","Overall",25514
"Georgia","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",21202
"Georgia","Diabetes","American Indian or Alaska Native",0
"Georgia","Diabetes","Asian or Pacific Islander",355
"Georgia","Diabetes","Black, non-Hispanic",8439
"Georgia","Diabetes","Female",9876
"Georgia","Diabetes","Hispanic",441
"Georgia","Diabetes","Male",12128
"Georgia","Diabetes","Overall",14952
"Georgia","Diabetes","White, non-Hispanic",12740
"Georgia","Overarching Conditions","American Indian or Alaska Native",0
"Georgia","Overarching Conditions","Asian or Pacific Islander",539
"Georgia","Overarching Conditions","Black, non-Hispanic",13818
"Georgia","Overarching Conditions","Female",15469
"Georgia","Overarching Conditions","Hispanic",978
"Georgia","Overarching Conditions","Male",22587
"Georgia","Overarching Conditions","Overall",38056
"Georgia","Overarching Conditions","White, non-Hispanic",22682
"Hawaii","Alcohol","American Indian or Alaska Native",0
"Hawaii","Alcohol","Asian or Pacific Islander",109
"Hawaii","Alcohol","Black, non-Hispanic",0
"Hawaii","Alcohol","Female",84
"Hawaii","Alcohol","Hispanic",0
"Hawaii","Alcohol","Male",162
"Hawaii","Alcohol","Overall",246
"Hawaii","Alcohol","White, non-Hispanic",109
"Hawaii","Asthma","American Indian or Alaska Native",0
"Hawaii","Asthma","Asian or Pacific Islander",22
"Hawaii","Asthma","Black, non-Hispanic",0
"Hawaii","Asthma","Female",0
"Hawaii","Asthma","Hispanic",0
"Hawaii","Asthma","Male",0
"Hawaii","Asthma","Overall",59
"Hawaii","Asthma","White, non-Hispanic",0
"Hawaii","Cardiovascular Disease","American Indian or Alaska Native",0
"Hawaii","Cardiovascular Disease","Asian or Pacific Islander",13215
"Hawaii","Cardiovascular Disease","Black, non-Hispanic",80
"Hawaii","Cardiovascular Disease","Female",8479
"Hawaii","Cardiovascular Disease","Hispanic",943
"Hawaii","Cardiovascular Disease","Male",10623
"Hawaii","Cardiovascular Disease","Overall",19102
"Hawaii","Cardiovascular Disease","White, non-Hispanic",4465
"Hawaii","Chronic Kidney Disease","American Indian or Alaska Native",0
"Hawaii","Chronic Kidney Disease","Asian or Pacific Islander",1326
"Hawaii","Chronic Kidney Disease","Black, non-Hispanic",0
"Hawaii","Chronic Kidney Disease","Female",813
"Hawaii","Chronic Kidney Disease","Hispanic",90
"Hawaii","Chronic Kidney Disease","Male",955
"Hawaii","Chronic Kidney Disease","Overall",1768
"Hawaii","Chronic Kidney Disease","White, non-Hispanic",307
"Hawaii","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Hawaii","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",1176
"Hawaii","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",0
"Hawaii","Chronic Obstructive Pulmonary Disease","Female",800
"Hawaii","Chronic Obstructive Pulmonary Disease","Hispanic",94
"Hawaii","Chronic Obstructive Pulmonary Disease","Male",1275
"Hawaii","Chronic Obstructive Pulmonary Disease","Overall",2075
"Hawaii","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",742
"Hawaii","Diabetes","American Indian or Alaska Native",0
"Hawaii","Diabetes","Asian or Pacific Islander",2645
"Hawaii","Diabetes","Black, non-Hispanic",0
"Hawaii","Diabetes","Female",1443
"Hawaii","Diabetes","Hispanic",202
"Hawaii","Diabetes","Male",2055
"Hawaii","Diabetes","Overall",2307
"Hawaii","Diabetes","White, non-Hispanic",564
"Hawaii","Overarching Conditions","American Indian or Alaska Native",0
"Hawaii","Overarching Conditions","Asian or Pacific Islander",2451
"Hawaii","Overarching Conditions","Black, non-Hispanic",56
"Hawaii","Overarching Conditions","Female",1371
"Hawaii","Overarching Conditions","Hispanic",275
"Hawaii","Overarching Conditions","Male",2598
"Hawaii","Overarching Conditions","Overall",3969
"Hawaii","Overarching Conditions","White, non-Hispanic",1052
"Idaho","Alcohol","American Indian or Alaska Native",0
"Idaho","Alcohol","Asian or Pacific Islander",0
"Idaho","Alcohol","Black, non-Hispanic",0
"Idaho","Alcohol","Female",196
"Idaho","Alcohol","Hispanic",0
"Idaho","Alcohol","Male",302
"Idaho","Alcohol","Overall",498
"Idaho","Alcohol","White, non-Hispanic",440
"Idaho","Asthma","American Indian or Alaska Native",0
"Idaho","Asthma","Asian or Pacific Islander",0
"Idaho","Asthma","Black, non-Hispanic",0
"Idaho","Asthma","Female",0
"Idaho","Asthma","Hispanic",0
"Idaho","Asthma","Male",0
"Idaho","Asthma","Overall",0
"Idaho","Asthma","White, non-Hispanic",0
"Idaho","Cardiovascular Disease","American Indian or Alaska Native",147
"Idaho","Cardiovascular Disease","Asian or Pacific Islander",90
"Idaho","Cardiovascular Disease","Black, non-Hispanic",0
"Idaho","Cardiovascular Disease","Female",10691
"Idaho","Cardiovascular Disease","Hispanic",592
"Idaho","Cardiovascular Disease","Male",12649
"Idaho","Cardiovascular Disease","Overall",23340
"Idaho","Cardiovascular Disease","White, non-Hispanic",22283
"Idaho","Chronic Kidney Disease","American Indian or Alaska Native",0
"Idaho","Chronic Kidney Disease","Asian or Pacific Islander",0
"Idaho","Chronic Kidney Disease","Black, non-Hispanic",0
"Idaho","Chronic Kidney Disease","Female",951
"Idaho","Chronic Kidney Disease","Hispanic",87
"Idaho","Chronic Kidney Disease","Male",1161
"Idaho","Chronic Kidney Disease","Overall",2112
"Idaho","Chronic Kidney Disease","White, non-Hispanic",1966
"Idaho","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",22
"Idaho","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"Idaho","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",0
"Idaho","Chronic Obstructive Pulmonary Disease","Female",2581
"Idaho","Chronic Obstructive Pulmonary Disease","Hispanic",53
"Idaho","Chronic Obstructive Pulmonary Disease","Male",2874
"Idaho","Chronic Obstructive Pulmonary Disease","Overall",5455
"Idaho","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",5284
"Idaho","Diabetes","American Indian or Alaska Native",86
"Idaho","Diabetes","Asian or Pacific Islander",0
"Idaho","Diabetes","Black, non-Hispanic",0
"Idaho","Diabetes","Female",2036
"Idaho","Diabetes","Hispanic",215
"Idaho","Diabetes","Male",2834
"Idaho","Diabetes","Overall",3316
"Idaho","Diabetes","White, non-Hispanic",4507
"Idaho","Overarching Conditions","American Indian or Alaska Native",94
"Idaho","Overarching Conditions","Asian or Pacific Islander",42
"Idaho","Overarching Conditions","Black, non-Hispanic",0
"Idaho","Overarching Conditions","Female",1895
"Idaho","Overarching Conditions","Hispanic",280
"Idaho","Overarching Conditions","Male",2823
"Idaho","Overarching Conditions","Overall",4718
"Idaho","Overarching Conditions","White, non-Hispanic",4270
"Illinois","Alcohol","American Indian or Alaska Native",0
"Illinois","Alcohol","Asian or Pacific Islander",59
"Illinois","Alcohol","Black, non-Hispanic",298
"Illinois","Alcohol","Female",1032
"Illinois","Alcohol","Hispanic",424
"Illinois","Alcohol","Male",1852
"Illinois","Alcohol","Overall",2884
"Illinois","Alcohol","White, non-Hispanic",2099
"Illinois","Asthma","American Indian or Alaska Native",0
"Illinois","Asthma","Asian or Pacific Islander",0
"Illinois","Asthma","Black, non-Hispanic",144
"Illinois","Asthma","Female",168
"Illinois","Asthma","Hispanic",0
"Illinois","Asthma","Male",140
"Illinois","Asthma","Overall",308
"Illinois","Asthma","White, non-Hispanic",133
"Illinois","Cardiovascular Disease","American Indian or Alaska Native",0
"Illinois","Cardiovascular Disease","Asian or Pacific Islander",3910
"Illinois","Cardiovascular Disease","Black, non-Hispanic",29341
"Illinois","Cardiovascular Disease","Female",89981
"Illinois","Cardiovascular Disease","Hispanic",7862
"Illinois","Cardiovascular Disease","Male",95406
"Illinois","Cardiovascular Disease","Overall",185387
"Illinois","Cardiovascular Disease","White, non-Hispanic",143479
"Illinois","Chronic Kidney Disease","American Indian or Alaska Native",0
"Illinois","Chronic Kidney Disease","Asian or Pacific Islander",392
"Illinois","Chronic Kidney Disease","Black, non-Hispanic",3138
"Illinois","Chronic Kidney Disease","Female",7989
"Illinois","Chronic Kidney Disease","Hispanic",960
"Illinois","Chronic Kidney Disease","Male",8591
"Illinois","Chronic Kidney Disease","Overall",16580
"Illinois","Chronic Kidney Disease","White, non-Hispanic",12059
"Illinois","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Illinois","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",266
"Illinois","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",3424
"Illinois","Chronic Obstructive Pulmonary Disease","Female",16330
"Illinois","Chronic Obstructive Pulmonary Disease","Hispanic",564
"Illinois","Chronic Obstructive Pulmonary Disease","Male",14660
"Illinois","Chronic Obstructive Pulmonary Disease","Overall",30990
"Illinois","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",26679
"Illinois","Diabetes","American Indian or Alaska Native",0
"Illinois","Diabetes","Asian or Pacific Islander",758
"Illinois","Diabetes","Black, non-Hispanic",4372
"Illinois","Diabetes","Female",11336
"Illinois","Diabetes","Hispanic",1706
"Illinois","Diabetes","Male",13789
"Illinois","Diabetes","Overall",17024
"Illinois","Diabetes","White, non-Hispanic",18184
"Illinois","Overarching Conditions","American Indian or Alaska Native",20
"Illinois","Overarching Conditions","Asian or Pacific Islander",812
"Illinois","Overarching Conditions","Black, non-Hispanic",10043
"Illinois","Overarching Conditions","Female",15686
"Illinois","Overarching Conditions","Hispanic",3118
"Illinois","Overarching Conditions","Male",24888
"Illinois","Overarching Conditions","Overall",40574
"Illinois","Overarching Conditions","White, non-Hispanic",26329
"Indiana","Alcohol","American Indian or Alaska Native",0
"Indiana","Alcohol","Asian or Pacific Islander",0
"Indiana","Alcohol","Black, non-Hispanic",113
"Indiana","Alcohol","Female",675
"Indiana","Alcohol","Hispanic",91
"Indiana","Alcohol","Male",1246
"Indiana","Alcohol","Overall",1921
"Indiana","Alcohol","White, non-Hispanic",1705
"Indiana","Asthma","American Indian or Alaska Native",0
"Indiana","Asthma","Asian or Pacific Islander",0
"Indiana","Asthma","Black, non-Hispanic",27
"Indiana","Asthma","Female",94
"Indiana","Asthma","Hispanic",0
"Indiana","Asthma","Male",65
"Indiana","Asthma","Overall",159
"Indiana","Asthma","White, non-Hispanic",106
"Indiana","Cardiovascular Disease","American Indian or Alaska Native",0
"Indiana","Cardiovascular Disease","Asian or Pacific Islander",524
"Indiana","Cardiovascular Disease","Black, non-Hispanic",8640
"Indiana","Cardiovascular Disease","Female",52308
"Indiana","Cardiovascular Disease","Hispanic",1508
"Indiana","Cardiovascular Disease","Male",56545
"Indiana","Cardiovascular Disease","Overall",108853
"Indiana","Cardiovascular Disease","White, non-Hispanic",98064
"Indiana","Chronic Kidney Disease","American Indian or Alaska Native",0
"Indiana","Chronic Kidney Disease","Asian or Pacific Islander",73
"Indiana","Chronic Kidney Disease","Black, non-Hispanic",1382
"Indiana","Chronic Kidney Disease","Female",6503
"Indiana","Chronic Kidney Disease","Hispanic",239
"Indiana","Chronic Kidney Disease","Male",6959
"Indiana","Chronic Kidney Disease","Overall",13462
"Indiana","Chronic Kidney Disease","White, non-Hispanic",11758
"Indiana","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Indiana","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"Indiana","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",1511
"Indiana","Chronic Obstructive Pulmonary Disease","Female",14224
"Indiana","Chronic Obstructive Pulmonary Disease","Hispanic",159
"Indiana","Chronic Obstructive Pulmonary Disease","Male",13665
"Indiana","Chronic Obstructive Pulmonary Disease","Overall",27889
"Indiana","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",26133
"Indiana","Diabetes","American Indian or Alaska Native",0
"Indiana","Diabetes","Asian or Pacific Islander",92
"Indiana","Diabetes","Black, non-Hispanic",2002
"Indiana","Diabetes","Female",9299
"Indiana","Diabetes","Hispanic",377
"Indiana","Diabetes","Male",10983
"Indiana","Diabetes","Overall",13705
"Indiana","Diabetes","White, non-Hispanic",17765
"Indiana","Overarching Conditions","American Indian or Alaska Native",0
"Indiana","Overarching Conditions","Asian or Pacific Islander",140
"Indiana","Overarching Conditions","Black, non-Hispanic",3061
"Indiana","Overarching Conditions","Female",10091
"Indiana","Overarching Conditions","Hispanic",593
"Indiana","Overarching Conditions","Male",15543
"Indiana","Overarching Conditions","Overall",25634
"Indiana","Overarching Conditions","White, non-Hispanic",21794
"Iowa","Alcohol","American Indian or Alaska Native",0
"Iowa","Alcohol","Asian or Pacific Islander",0
"Iowa","Alcohol","Black, non-Hispanic",0
"Iowa","Alcohol","Female",226
"Iowa","Alcohol","Hispanic",0
"Iowa","Alcohol","Male",462
"Iowa","Alcohol","Overall",688
"Iowa","Alcohol","White, non-Hispanic",616
"Iowa","Asthma","American Indian or Alaska Native",0
"Iowa","Asthma","Asian or Pacific Islander",0
"Iowa","Asthma","Black, non-Hispanic",0
"Iowa","Asthma","Female",57
"Iowa","Asthma","Hispanic",0
"Iowa","Asthma","Male",22
"Iowa","Asthma","Overall",95
"Iowa","Asthma","White, non-Hispanic",80
"Iowa","Cardiovascular Disease","American Indian or Alaska Native",20
"Iowa","Cardiovascular Disease","Asian or Pacific Islander",183
"Iowa","Cardiovascular Disease","Black, non-Hispanic",955
"Iowa","Cardiovascular Disease","Female",26413
"Iowa","Cardiovascular Disease","Hispanic",416
"Iowa","Cardiovascular Disease","Male",28468
"Iowa","Cardiovascular Disease","Overall",54881
"Iowa","Cardiovascular Disease","White, non-Hispanic",53134
"Iowa","Chronic Kidney Disease","American Indian or Alaska Native",0
"Iowa","Chronic Kidney Disease","Asian or Pacific Islander",20
"Iowa","Chronic Kidney Disease","Black, non-Hispanic",123
"Iowa","Chronic Kidney Disease","Female",2305
"Iowa","Chronic Kidney Disease","Hispanic",57
"Iowa","Chronic Kidney Disease","Male",2653
"Iowa","Chronic Kidney Disease","Overall",4958
"Iowa","Chronic Kidney Disease","White, non-Hispanic",4723
"Iowa","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Iowa","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"Iowa","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",140
"Iowa","Chronic Obstructive Pulmonary Disease","Female",5501
"Iowa","Chronic Obstructive Pulmonary Disease","Hispanic",0
"Iowa","Chronic Obstructive Pulmonary Disease","Male",6000
"Iowa","Chronic Obstructive Pulmonary Disease","Overall",11501
"Iowa","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",11262
"Iowa","Diabetes","American Indian or Alaska Native",0
"Iowa","Diabetes","Asian or Pacific Islander",73
"Iowa","Diabetes","Black, non-Hispanic",306
"Iowa","Diabetes","Female",4482
"Iowa","Diabetes","Hispanic",146
"Iowa","Diabetes","Male",5753
"Iowa","Diabetes","Overall",6950
"Iowa","Diabetes","White, non-Hispanic",9686
"Iowa","Overarching Conditions","American Indian or Alaska Native",51
"Iowa","Overarching Conditions","Asian or Pacific Islander",89
"Iowa","Overarching Conditions","Black, non-Hispanic",421
"Iowa","Overarching Conditions","Female",3693
"Iowa","Overarching Conditions","Hispanic",180
"Iowa","Overarching Conditions","Male",6202
"Iowa","Overarching Conditions","Overall",9895
"Iowa","Overarching Conditions","White, non-Hispanic",9154
"Kansas","Alcohol","American Indian or Alaska Native",0
"Kansas","Alcohol","Asian or Pacific Islander",0
"Kansas","Alcohol","Black, non-Hispanic",0
"Kansas","Alcohol","Female",229
"Kansas","Alcohol","Hispanic",82
"Kansas","Alcohol","Male",480
"Kansas","Alcohol","Overall",709
"Kansas","Alcohol","White, non-Hispanic",565
"Kansas","Asthma","American Indian or Alaska Native",0
"Kansas","Asthma","Asian or Pacific Islander",0
"Kansas","Asthma","Black, non-Hispanic",0
"Kansas","Asthma","Female",0
"Kansas","Asthma","Hispanic",0
"Kansas","Asthma","Male",0
"Kansas","Asthma","Overall",60
"Kansas","Asthma","White, non-Hispanic",41
"Kansas","Cardiovascular Disease","American Indian or Alaska Native",363
"Kansas","Cardiovascular Disease","Asian or Pacific Islander",280
"Kansas","Cardiovascular Disease","Black, non-Hispanic",2386
"Kansas","Cardiovascular Disease","Female",21703
"Kansas","Cardiovascular Disease","Hispanic",1123
"Kansas","Cardiovascular Disease","Male",23613
"Kansas","Cardiovascular Disease","Overall",45316
"Kansas","Cardiovascular Disease","White, non-Hispanic",40804
"Kansas","Chronic Kidney Disease","American Indian or Alaska Native",51
"Kansas","Chronic Kidney Disease","Asian or Pacific Islander",52
"Kansas","Chronic Kidney Disease","Black, non-Hispanic",337
"Kansas","Chronic Kidney Disease","Female",2138
"Kansas","Chronic Kidney Disease","Hispanic",178
"Kansas","Chronic Kidney Disease","Male",2483
"Kansas","Chronic Kidney Disease","Overall",4621
"Kansas","Chronic Kidney Disease","White, non-Hispanic",3976
"Kansas","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",118
"Kansas","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"Kansas","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",313
"Kansas","Chronic Obstructive Pulmonary Disease","Female",5026
"Kansas","Chronic Obstructive Pulmonary Disease","Hispanic",63
"Kansas","Chronic Obstructive Pulmonary Disease","Male",4898
"Kansas","Chronic Obstructive Pulmonary Disease","Overall",9924
"Kansas","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",9293
"Kansas","Diabetes","American Indian or Alaska Native",100
"Kansas","Diabetes","Asian or Pacific Islander",81
"Kansas","Diabetes","Black, non-Hispanic",522
"Kansas","Diabetes","Female",3194
"Kansas","Diabetes","Hispanic",355
"Kansas","Diabetes","Male",4295
"Kansas","Diabetes","Overall",5078
"Kansas","Diabetes","White, non-Hispanic",6378
"Kansas","Overarching Conditions","American Indian or Alaska Native",150
"Kansas","Overarching Conditions","Asian or Pacific Islander",102
"Kansas","Overarching Conditions","Black, non-Hispanic",807
"Kansas","Overarching Conditions","Female",3861
"Kansas","Overarching Conditions","Hispanic",469
"Kansas","Overarching Conditions","Male",5816
"Kansas","Overarching Conditions","Overall",9677
"Kansas","Overarching Conditions","White, non-Hispanic",8017
"Kentucky","Alcohol","American Indian or Alaska Native",0
"Kentucky","Alcohol","Asian or Pacific Islander",0
"Kentucky","Alcohol","Black, non-Hispanic",73
"Kentucky","Alcohol","Female",501
"Kentucky","Alcohol","Hispanic",0
"Kentucky","Alcohol","Male",966
"Kentucky","Alcohol","Overall",1467
"Kentucky","Alcohol","White, non-Hispanic",1364
"Kentucky","Asthma","American Indian or Alaska Native",0
"Kentucky","Asthma","Asian or Pacific Islander",0
"Kentucky","Asthma","Black, non-Hispanic",0
"Kentucky","Asthma","Female",22
"Kentucky","Asthma","Hispanic",0
"Kentucky","Asthma","Male",0
"Kentucky","Asthma","Overall",59
"Kentucky","Asthma","White, non-Hispanic",50
"Kentucky","Cardiovascular Disease","American Indian or Alaska Native",0
"Kentucky","Cardiovascular Disease","Asian or Pacific Islander",250
"Kentucky","Cardiovascular Disease","Black, non-Hispanic",5175
"Kentucky","Cardiovascular Disease","Female",36414
"Kentucky","Cardiovascular Disease","Hispanic",267
"Kentucky","Cardiovascular Disease","Male",42104
"Kentucky","Cardiovascular Disease","Overall",78518
"Kentucky","Cardiovascular Disease","White, non-Hispanic",72669
"Kentucky","Chronic Kidney Disease","American Indian or Alaska Native",0
"Kentucky","Chronic Kidney Disease","Asian or Pacific Islander",23
"Kentucky","Chronic Kidney Disease","Black, non-Hispanic",873
"Kentucky","Chronic Kidney Disease","Female",4531
"Kentucky","Chronic Kidney Disease","Hispanic",48
"Kentucky","Chronic Kidney Disease","Male",5064
"Kentucky","Chronic Kidney Disease","Overall",9595
"Kentucky","Chronic Kidney Disease","White, non-Hispanic",8621
"Kentucky","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Kentucky","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"Kentucky","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",925
"Kentucky","Chronic Obstructive Pulmonary Disease","Female",11056
"Kentucky","Chronic Obstructive Pulmonary Disease","Hispanic",22
"Kentucky","Chronic Obstructive Pulmonary Disease","Male",10984
"Kentucky","Chronic Obstructive Pulmonary Disease","Overall",22040
"Kentucky","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",21009
"Kentucky","Diabetes","American Indian or Alaska Native",0
"Kentucky","Diabetes","Asian or Pacific Islander",97
"Kentucky","Diabetes","Black, non-Hispanic",1662
"Kentucky","Diabetes","Female",9245
"Kentucky","Diabetes","Hispanic",123
"Kentucky","Diabetes","Male",11098
"Kentucky","Diabetes","Overall",13877
"Kentucky","Diabetes","White, non-Hispanic",18427
"Kentucky","Overarching Conditions","American Indian or Alaska Native",0
"Kentucky","Overarching Conditions","Asian or Pacific Islander",66
"Kentucky","Overarching Conditions","Black, non-Hispanic",1894
"Kentucky","Overarching Conditions","Female",8435
"Kentucky","Overarching Conditions","Hispanic",187
"Kentucky","Overarching Conditions","Male",13015
"Kentucky","Overarching Conditions","Overall",21450
"Kentucky","Overarching Conditions","White, non-Hispanic",19273
"Louisiana","Alcohol","American Indian or Alaska Native",0
"Louisiana","Alcohol","Asian or Pacific Islander",0
"Louisiana","Alcohol","Black, non-Hispanic",251
"Louisiana","Alcohol","Female",396
"Louisiana","Alcohol","Hispanic",0
"Louisiana","Alcohol","Male",628
"Louisiana","Alcohol","Overall",1024
"Louisiana","Alcohol","White, non-Hispanic",731
"Louisiana","Asthma","American Indian or Alaska Native",0
"Louisiana","Asthma","Asian or Pacific Islander",0
"Louisiana","Asthma","Black, non-Hispanic",23
"Louisiana","Asthma","Female",56
"Louisiana","Asthma","Hispanic",0
"Louisiana","Asthma","Male",23
"Louisiana","Asthma","Overall",95
"Louisiana","Asthma","White, non-Hispanic",30
"Louisiana","Cardiovascular Disease","American Indian or Alaska Native",197
"Louisiana","Cardiovascular Disease","Asian or Pacific Islander",439
"Louisiana","Cardiovascular Disease","Black, non-Hispanic",23662
"Louisiana","Cardiovascular Disease","Female",37024
"Louisiana","Cardiovascular Disease","Hispanic",1017
"Louisiana","Cardiovascular Disease","Male",41264
"Louisiana","Cardiovascular Disease","Overall",78288
"Louisiana","Cardiovascular Disease","White, non-Hispanic",52845
"Louisiana","Chronic Kidney Disease","American Indian or Alaska Native",0
"Louisiana","Chronic Kidney Disease","Asian or Pacific Islander",26
"Louisiana","Chronic Kidney Disease","Black, non-Hispanic",2332
"Louisiana","Chronic Kidney Disease","Female",2915
"Louisiana","Chronic Kidney Disease","Hispanic",88
"Louisiana","Chronic Kidney Disease","Male",3074
"Louisiana","Chronic Kidney Disease","Overall",5989
"Louisiana","Chronic Kidney Disease","White, non-Hispanic",3504
"Louisiana","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Louisiana","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"Louisiana","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",2670
"Louisiana","Chronic Obstructive Pulmonary Disease","Female",6557
"Louisiana","Chronic Obstructive Pulmonary Disease","Hispanic",54
"Louisiana","Chronic Obstructive Pulmonary Disease","Male",6447
"Louisiana","Chronic Obstructive Pulmonary Disease","Overall",13004
"Louisiana","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",10146
"Louisiana","Diabetes","American Indian or Alaska Native",0
"Louisiana","Diabetes","Asian or Pacific Islander",103
"Louisiana","Diabetes","Black, non-Hispanic",4701
"Louisiana","Diabetes","Female",5764
"Louisiana","Diabetes","Hispanic",188
"Louisiana","Diabetes","Male",6392
"Louisiana","Diabetes","Overall",8216
"Louisiana","Diabetes","White, non-Hispanic",7110
"Louisiana","Overarching Conditions","American Indian or Alaska Native",70
"Louisiana","Overarching Conditions","Asian or Pacific Islander",172
"Louisiana","Overarching Conditions","Black, non-Hispanic",7964
"Louisiana","Overarching Conditions","Female",8129
"Louisiana","Overarching Conditions","Hispanic",329
"Louisiana","Overarching Conditions","Male",12277
"Louisiana","Overarching Conditions","Overall",20406
"Louisiana","Overarching Conditions","White, non-Hispanic",11823
"Maine","Alcohol","American Indian or Alaska Native",0
"Maine","Alcohol","Asian or Pacific Islander",0
"Maine","Alcohol","Black, non-Hispanic",0
"Maine","Alcohol","Female",150
"Maine","Alcohol","Hispanic",0
"Maine","Alcohol","Male",248
"Maine","Alcohol","Overall",398
"Maine","Alcohol","White, non-Hispanic",385
"Maine","Asthma","American Indian or Alaska Native",0
"Maine","Asthma","Asian or Pacific Islander",0
"Maine","Asthma","Black, non-Hispanic",0
"Maine","Asthma","Female",0
"Maine","Asthma","Hispanic",0
"Maine","Asthma","Male",0
"Maine","Asthma","Overall",0
